category,rating,label,text,review_type
Sports & Fitness,4,0,Great value and amazing performance.,Genuine
Books,5,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,3,1,Best product ever in the world buy now!,Fake
Mobile Phones,4,1,I love this so much super great awesome perfect!,Fake
Mobile Phones,4,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,3,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,1,1,Five stars highly recommended without using it.,Fake
Furniture,4,1,Five stars highly recommended without using it.,Fake
Electronics,4,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,3,0,Highly recommend this to everyone.,Genuine
Fashion,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,2,1,Five stars highly recommended without using it.,Fake
Grocery,5,1,Best product ever in the world buy now!,Fake
Grocery,4,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,3,0,Great value and amazing performance.,Genuine
Grocery,2,1,Amazing amazing amazing must purchase immediately!,Fake
Computers & Accessories,5,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,5,1,I love this so much super great awesome perfect!,Fake
Furniture,1,0,Great value and amazing performance.,Genuine
Mobile Phones,1,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,1,1,Best product ever in the world buy now!,Fake
Home & Kitchen,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,1,0,I have been using it for a month and it works perfectly.,Genuine
Furniture,3,1,Best product ever in the world buy now!,Fake
Furniture,3,0,I have been using it for a month and it works perfectly.,Genuine
Books,4,0,Highly recommend this to everyone.,Genuine
Electronics,1,0,Great value and amazing performance.,Genuine
Mobile Phones,3,0,Great value and amazing performance.,Genuine
Books,4,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,1,0,I have been using it for a month and it works perfectly.,Genuine
Appliances,1,0,Highly recommend this to everyone.,Genuine
Sports & Fitness,3,0,The product quality is very good and worth the price.,Genuine
Fashion,2,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,4,0,Great value and amazing performance.,Genuine
Computers & Accessories,2,0,Great value and amazing performance.,Genuine
Computers & Accessories,3,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,2,1,This changed my life completely unbelievable product.,Fake
Books,1,0,I have been using it for a month and it works perfectly.,Genuine
Appliances,4,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,4,1,Best product ever in the world buy now!,Fake
Computers & Accessories,1,0,I have been using it for a month and it works perfectly.,Genuine
Grocery,3,1,This changed my life completely unbelievable product.,Fake
Books,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Books,5,1,Best product ever in the world buy now!,Fake
Electronics,2,1,Five stars highly recommended without using it.,Fake
Beauty,3,1,Five stars highly recommended without using it.,Fake
Mobile Phones,1,1,Best product ever in the world buy now!,Fake
Furniture,5,1,Amazing amazing amazing must purchase immediately!,Fake
Home & Kitchen,3,0,Great value and amazing performance.,Genuine
Electronics,3,1,Amazing amazing amazing must purchase immediately!,Fake
Home & Kitchen,4,1,This changed my life completely unbelievable product.,Fake
Toys & Baby,5,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,4,1,This changed my life completely unbelievable product.,Fake
Appliances,1,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,3,0,The product quality is very good and worth the price.,Genuine
Books,1,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,2,1,Five stars highly recommended without using it.,Fake
Appliances,4,1,Five stars highly recommended without using it.,Fake
Toys & Baby,3,0,Highly recommend this to everyone.,Genuine
Furniture,4,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,5,0,Highly recommend this to everyone.,Genuine
Furniture,2,1,Five stars highly recommended without using it.,Fake
Toys & Baby,3,0,The product quality is very good and worth the price.,Genuine
Toys & Baby,3,1,Best product ever in the world buy now!,Fake
Sports & Fitness,3,1,Five stars highly recommended without using it.,Fake
Books,3,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,2,1,Five stars highly recommended without using it.,Fake
Beauty,3,1,I love this so much super great awesome perfect!,Fake
Electronics,5,0,I have been using it for a month and it works perfectly.,Genuine
Toys & Baby,2,1,This changed my life completely unbelievable product.,Fake
Grocery,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Beauty,5,0,Great value and amazing performance.,Genuine
Furniture,5,1,Five stars highly recommended without using it.,Fake
Toys & Baby,2,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,3,1,This changed my life completely unbelievable product.,Fake
Fashion,5,1,I love this so much super great awesome perfect!,Fake
Electronics,4,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,1,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,4,1,This changed my life completely unbelievable product.,Fake
Computers & Accessories,4,1,Five stars highly recommended without using it.,Fake
Grocery,2,0,I have been using it for a month and it works perfectly.,Genuine
Furniture,5,1,I love this so much super great awesome perfect!,Fake
Books,1,1,Amazing amazing amazing must purchase immediately!,Fake
Mobile Phones,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,2,0,Great value and amazing performance.,Genuine
Fashion,2,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,1,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,3,1,This changed my life completely unbelievable product.,Fake
Mobile Phones,2,1,This changed my life completely unbelievable product.,Fake
Grocery,5,0,Highly recommend this to everyone.,Genuine
Books,3,1,This changed my life completely unbelievable product.,Fake
Furniture,5,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,1,1,Five stars highly recommended without using it.,Fake
Computers & Accessories,1,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,2,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,4,1,Best product ever in the world buy now!,Fake
Toys & Baby,1,1,This changed my life completely unbelievable product.,Fake
Toys & Baby,2,1,Five stars highly recommended without using it.,Fake
Electronics,5,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,3,0,I have been using it for a month and it works perfectly.,Genuine
Grocery,2,0,Great value and amazing performance.,Genuine
Home & Kitchen,3,0,The product quality is very good and worth the price.,Genuine
Furniture,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Computers & Accessories,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,4,1,Five stars highly recommended without using it.,Fake
Grocery,1,1,Amazing amazing amazing must purchase immediately!,Fake
Appliances,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Books,1,1,Five stars highly recommended without using it.,Fake
Home & Kitchen,1,1,I love this so much super great awesome perfect!,Fake
Mobile Phones,5,0,The product quality is very good and worth the price.,Genuine
Furniture,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,2,0,Highly recommend this to everyone.,Genuine
Books,2,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,5,1,Five stars highly recommended without using it.,Fake
Computers & Accessories,5,1,I love this so much super great awesome perfect!,Fake
Toys & Baby,1,1,Best product ever in the world buy now!,Fake
Books,5,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,3,1,Best product ever in the world buy now!,Fake
Sports & Fitness,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Beauty,2,1,Amazing amazing amazing must purchase immediately!,Fake
Electronics,2,1,Best product ever in the world buy now!,Fake
Beauty,3,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,2,0,Great value and amazing performance.,Genuine
Electronics,4,1,Best product ever in the world buy now!,Fake
Mobile Phones,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
